교과,학년군,성취기준코드,평가요소,상,중,하
수학,5-6학년군,[6수01-09],"▪분수의 곱셈을 계산 하고, 계산 원리 설명 하기","‘(분수)×(자연수)’, ‘(자연수)×(분수)’, ‘(분수)×(분수)’ 를 정확하게 계산하고, 그 계산 원리를 설명할 수 있다.","‘(분수)×(자연수)’, ‘(자연수)×(분수)’, ‘(분수)×(분수)’ 를 정확하게 계산할 수 있다.","‘(분수)×(자연수)’, ‘(자연수)×(분수)’, ‘(분수)×(분수)’ 를 계산할 수 있다."
수학,5-6학년군,[6수03-01],▪합동인 도형의 성질 설명하기,"합동인 도형에서 대응점, 대응변, 대응각을 찾고, 합동인 도형의 성질을 구체적으로 설명할 수 있다.","합동인 도형에서 대응점, 대응변, 대응각을 찾고, 합동인 도형의 성질을 말할 수 있다.","합동인 도형에서 대응점, 대응변, 대응각을 찾을 수 있다."
수학,5-6학년군,[6수03-02],"선대칭도형과 점 대칭도형을 그리고, 그 방법 설명하기",선대칭도형과 점대칭도형을 그리고 그 방법을 도형의 성 질과 관련지어 설명할 수 있다.,선대칭도형과 점대칭도형을 그리고 그 방법을 설명할 수 있다.,선대칭도형과 점대칭도형을 그릴 수 있다.
수학,5-6학년군,[6수01-13],▪소수의 곱셈 문제 해 결하기,"‘(소수)×(자연수)’, ‘(자연수)×(소수)’, ‘(소수)×(소수)’ 를 계산하고, 그 과정을 설명할 수 있다.","‘(소수)×(자연수)’, ‘(자연수)×(소수)’, ‘(소수)×(소수)’ 를 계산할 수 있다.","간단한 ‘(소수)×(자연수)’, ‘(자연수)×(소수)’, ‘(소수)× (소수)’를 계산할 수 있다."
수학,5-6학년군,[6수03-03],"▪직육면체와 정육면체 로 분류하고,","직육면체와 정육면체를 공통점과 차이점에 따라 분류하 고, 구성 요소와 여러 가지 성질을 설명할 수 있다.","직육면체와 정육면체로 분류하고, 구성 요소와 성질을 설명할 수 있다.","직육면체와 정육면체로 분류하고, 구성 요소를 찾을 수 있다."
수학,5-6학년군,[6수03-04],▪직육면체와 정육면체 의 겨냥도와 전개도 그리기,"다양한 직육면체와 정육면체의 겨냥도와 전개도를 정확 하게 그리며, 방법을 설명할 수 있다.",다양한 직육면체와 정육면체의 겨냥도와 전개도를 정확 하게 그릴 수 있다.,주어진 직육면체와 정육면체의 겨냥도와 전개도를 그릴 수 있다.
수학,5-6학년군,[6수04-01],▪평균을 구하고 해석 하기,"평균의 의미와 유용성을 말하고, 자료를 수집하여 평균 을 정확하게 구하여 다양한 해석을 할 수 있다.","평균의 의미와 유용성을 말하고, 주어진 자료의 평균을 정확하게 구하여 해석할 수 있다.","평균의 의미와 유용성을 인식하고, 주어진 자료의 평균 을 구할 수 있다."
수학,5-6학년군,[6수04-04],▪사건이 일어날 가능성 을 말로 표현하고 비 교하기,"여러 가지 사건이 일어날 가능성을 말로 정확하게 표현하 고, 가능성을 비교하여 설명할 수 있다.","여러 가지 사건이 일어날 가능성을 말로 표현하고, 가능 성을 비교하여 말할 수 있다.",주어진 사건이 일어날 가능성을 말로 표현할 수 있다.
수학,5-6학년군,[6수04-05],▪사건이 일어날 가능성 을 수로 나타내고 설 명하기,"실생활의 간단한 사건에 대하여 사건이 일어날 가능성을 수로 정확하게 나타내고, 그 이유를 논리적으로 설명할 수 있다.","실생활의 간단한 사건에 대하여 사건이 일어날 가능성을 수로 나타내고, 그 이유를 말할 수 있다.",주어진 간단한 사건에 대하여 사건이 일어날 가능성을 수 로 나타낼 수 있다.
수학,5-6학년군,[6수04-06],"▪사건이 일어날 가능성 을 예상하고,","간단한 실험 결과를 나타낸 자료를 보고 가능성을 예상 하며, 가능성에 근거하여 적절한 판단을 내려 설명할 수 있다.","간단한 실험 결과를 나타낸 자료를 보고 가능성을 예상하 고, 가능성에 근거하여 적절한 판단을 내릴 수 있다.",간단한 실험 결과를 나타낸 자료를 보고 가능성을 예상할 수 있다.
과학,5-6학년군,[6과05-01],고체 혼합물을 분리하 는 방법 탐색하기,"혼합물의 의미를 이해하고,","혼합물의 의미를 이해하고, 알갱이의 크기가 다른 고체 혼합물과 골고루 섞이지 않는 액체 혼합물을 절차에 따 라 분리할 수 있다.",알갱이의 크기가 다른 고체 혼합물을 분리할 수 있으며 골고루 섞이지 않는 액체 혼합물을 일부 분리할 수 있다.
과학,5-6학년군,[6과05-02],물에 녹는 성질과 증 발의 원리 이해하기,"혼합물의 구성 물질을 고려하여 물에 녹는 성질과 증발 의 원리를 탐구하는 실험에 협력해서 참여하고,",물에 녹는 성질과 증발의 원리를 활용하여 혼합물을 분 리하는 방법을 순서에 맞게 설명할 수 있다.,혼합물을 분리하는 방법을 순서대로 실험하고 설명할 수 있다.
과학,5-6학년군,[6과05-03],혼합물 분리를 이용한 장치 사례 조사하기,"지속가능한 삶을 위한 과학기술 사례에서 혼합물의 분리 를 이용한 장치를 조사하고,","지속가능한 삶을 위한 과학기술 사례를 조사하고, 혼합 물의 분리를 이용한 장치를 구분할 수 있다.",지속가능한 삶을 위한 혼합물 분리 장치의 예를 들어 설 명할 수 있다.
과학,5-6학년군,[6과06-01],기상 요소 조사하기,"기온, 바람, 습도, 구름의 양, 강수량 등 기상 요소를 조사 하여 날씨를 표현하고,","기온, 바람, 습도, 구름의 양, 강수량 등 기상 요소를 조사 하고 날씨가 우리 생활에 미치는 영향에 따른 대응 방안 을 제시할 수 있다.",기상 요소를 조사하고 날씨가 우리 생활에 주는 영향을 서술할 수 있다.
과학,5-6학년군,[6과06-02],"이슬, 안개 발생 실험 하기","이슬, 안개 발생 실험과 구름 관찰을 통해 탐구한 기상 현상을 이해하고 이슬, 안개,","이슬, 안개 발생 실험과 구름 모형 실험을 통해 이슬, 안개, 구름의 공통점과 차이점을 비교하면서 설명할 수 있다.","이슬, 안개 발생 실험과 구름 모형 실험에 참여하여 이슬, 안개, 구름의 공통점과 차이점을 말할 수 있다."
과학,5-6학년군,[6과06-03],고기압과 저기압의 분 포에 따른 날씨의 특 징 조사하기,"고기압과 저기압의 분포에 따른 날씨의 특징을 이해하 고, 고기압과 저기압에서 관찰할 수 있는 날씨의 특징을 습도, 구름의 양,","고기압과 저기압 분포에 따른 날씨의 특징을 조사하고, 날씨의 특징을 기상 요소와 관련지어 설명할 수 있다.",고기압과 저기압의 분포에 따라 기상 요소로 표현할 수 있음을 이해한다.
과학,5-6학년군,[6과07-01],온도가 무엇인지 설명 하기,"물체의 따뜻하고 차가운 정도를 온도로 표현함을 설명하 고,","물체의 따뜻하고 차가운 정도를 온도로 표현함을 이해하 고, 다양한 온도계의 종류를 확인하여 여러 물체와 장소 의 온도를 측정할 수 있다.","다양한 온도계로 나타나는 온도를 확인할 수 있고, 여러 물체와 장소의 온도를 측정할 수 있다."
과학,5-6학년군,[6과07-02],▪온도가 다른 두 물체 가 접촉할 때 두 물체 의 온도,"온도가 다른 두 물체가 접촉할 때 시간이 지남에 따라 어 떤 변화가 있는지 측정하여 과정을 정리할 수 있고,","온도가 다른 두 물체가 접촉하는 실험에서 온도 변화를 측정하고, 온도가 다른 두 물체가 접촉할 때 열이 어떻게 이동하는지 설명할 수 있다.","온도가 다른 두 물체가 접촉할 때 일어나는 변화를 관찰 할 수 있고, 온도가 변하는 이유가 무엇인지 말할 수 있다."
과학,5-6학년군,[6과07-03],"▪고체, 액체,","생활 주변에서 고체, 액체,","고체, 액체, 기체에서 나타나는 열의 이동을 관찰하고 생 활 주변에서 열이 이동하는 경우와 관련지어 여러 방식 의 특징을 설명할 수 있다.","고체, 액체, 기체에서 나타나는 열의 이동 실험을 생활 주변에서 열이 이동하는 현상과 비교하여 다양한 열의 이동 방식이 있음을 이해할 수 있다."
과학,5-6학년군,[6과07-04],일상생활에서 찾아본 단열 이용 사례에 대 해 설명하기,"생활 주변에서 단열을 이용하는 사례를 조사하고, 열의 이동 방식과 관련지어 단열의 원리가 무엇인지 설명할 수 있으며,","생활 주변에서 단열을 이용하는 예를 조사하여 어떤 단 열 원리를 적용하였는지 설명할 수 있고,","생활 주변에서 단열을 이용하는 예를 찾을 수 있고, 단열 원리를 적용한 장치를 구상할 수 있다."
과학,5-6학년군,[6과08-01],▪자원의 종류와 특징을 조사하여 자원을 아껴 써야 하는,"생활에서 이용하는 다양한 자원의 종류와 특징을 조사하 고, 자원의 유한함","생활에서 이용하는 자원의 종류와 특징을 조사하고, 자 원이 유한하다는 사실을 알고 이를 설명할 수 있다.","생활 주변에서 이용하고 있는 자원의 예를 찾고, 자원이 한정되어 있음을 말할 수 있다."
과학,5-6학년군,[6과08-02],▪재생에너지의 중요성 에 대해 종류와 특징 을 조사하여,"재생에너지의 종류와 특징을 조사한 것을 바탕으로 그 중요성에 대해 체계적으로 정리하여 발표하고,","재생에너지의 종류와 특징을 조사하여 설명하고,","재생에너지의 종류와 특징에 대해 찾아볼 수 있고, 지속 가능한 에너지 이용에 대해 표어로 작성할 수 있다."
과학,5-6학년군,[6과08-03],자원을 효율적으로 이 용하는 방법 탐색하기,"생활 주변에서 효율적으로 자원을 이용하는 방법을 탐색 하여 자원의 중요성을 이해하고, 에너지 절약의 원리를 모형 제작 실습을 통해 탐구하며,","생활 주변 자원에서 효율적으로 자원을 이용하는 방법들 을 조사하고, 모형 제작으로 에너지 효율에 대해 이해하 며,","생활 주변 자원 활용 방법 중 효율적으로 자원이 이용되 는 사례를 조사하고,"
국어,5-6학년군,[6국02-05],자신의 읽기 활동을 점 검하며 독서 태도 점검 하기,"주제에 맞는 읽기 방법을 스스로 선택하여 책을 읽고 내용 을 체계적으로 정리할 수 있으며,","주제 중심 독서에 알맞은 읽기 방법을 적용하여 책을 읽고 주요 내용을 정리할 수 있으며,","주제와 관련된 책을 읽고 일부 읽기 방법을 적용하여 내용 을 정리할 수 있으며, 자신의 읽기 경험을 떠올려 독서 태 도를 점검할 수 있다."
국어,5-6학년군,[6국01-06],의견의 적절성과 협력 적 태도 점검하기,"같은 주제의 책을 읽고 토의에 적극적으로 참여할 수 있으 며, 여러 사람의 의견을 비교하여 공통점과 차이를 파악 하고,","주제 중심 독서 토의에 참여하여 자신의 의견과 다른 사람 의 의견을 비교할 수 있으며, 타인의 생각을 존중하며 의 견을 조정할 수 있다.","독서 토의에 참여하여 자신의 의견을 말할 수 있고, 다른 사람의 의견을 듣고 일부 비교하거나 수용하여 토의에 협 력적으로 참여할 수 있다."
국어,5-6학년군,[6국05-06],▪책을 읽고 등장인물이 추구하는 가치가 무엇 인지,"작품을 읽고 등장인물이 추구하는 가치를 분명하게 파악 할 수 있으며,","작품 속 등장인물이 추구하는 가치를 파악할 수 있고, 자 신의 가치와 연관 지어 인물에게 전하고 싶은 말을 편지로 쓸 수 있다.","작품을 읽고 등장인물이 추구하는 가치를 찾아낼 수 있으 며, 인물에게 전하고 싶은 말을 간단하게 편지로 쓸 수 있다."
국어,5-6학년군,[6국02-05],▪읽기 활동의 의미를 이 해하며 긍정적인 읽기 동기,"읽기의 가치를 인식하며 다양한 읽기 활동에 자발적으로 참여하고,",읽기의 가치를 인식하며 읽기 활동에 적극적으로 참여 하고 읽기 경험을 바탕으로 지속적인 읽기를 실천할 수 있다.,읽기 활동의 의미를 인식하고 읽기 활동에 참여할 수 있다.
국어,5-6학년군,[6국01-03],작품의 주제와 관련된 궁금한 내용 질문하기,"주제와 관련된 궁금한 내용을 깊이 있게 질문하며 대화에 적극적으로 참여하고,","주제와 관련된 궁금한 내용을 적절하게 질문하고, 다른 사람의 말을 잘 들은 뒤 자신의 생각을 근거를 들어 말할 수 있다.","주제와 관련된 궁금한 내용을 질문하며 대화에 참여하고, 다른 사람의 말을 주의 깊게 들으며 자신의 생각을 비교적 분명하게 말할 수 있다."
국어,5-6학년군,[6국04-04],▪주어진 글에서 문장의 호응이 바르지 않은 내 용을,"문장의 호응이 바르지 않은 부분을 정확히 찾아내고, 문 장 성분 간의 관계를 근거로 삼아 적절하고 자연스럽게 고쳐 쓸 수 있다.","문장의 호응이 바르지 않은 부분을 찾아내고, 문장을 의 미가 통하도록 바르게 고쳐 쓸 수 있다.","문장의 호응이 바르지 않은 부분을 일부 찾아내며, 문장 을 바르게 고쳐 쓸 수 있다."
국어,5-6학년군,[6국04-06],▪ 자신이 작성한 글 에서 띄어쓰기가 잘 못된 부분과,"자신이 작성한 글에서 띄어쓰기와 문장의 적절성을 민감 하게 살펴 바르게 고쳐 쓰고,","자신이 작성한 글에서 띄어쓰기 오류를 정확하게 찾아 바 르게 고쳐 쓰고,","자신이 작성한 글에서 띄어쓰기가 잘못된 부분을 찾아 바 르게 고쳐 쓰고, 글의 중심 내용에서 벗어난 문장을 찾아 알맞게 고쳐 쓸 수 있다."
국어,5-6학년군,[6국03-06],▪ 자신이 고쳐 쓴 글을 다른 사람과 공 유하고 글을,"독자를 고려하여 쓴 자신의 글을 적극적으로 공유하고, 다른 사람의 의견을 비판적으로 수용하여 글의 내용과 표 현을 적절하게 고쳐 쓸 수 있다.","자신의 글을 다른 사람과 공유하고, 다른 사람의 의견을 반영하여 글을 바르게 고쳐 쓸 수 있다.","자신의 글을 다른 사람과 공유하고, 다른 사람의 의견을 일부 점검하여 고쳐 쓸 수 있다."
국어,5-6학년군,[6국01-07],▪ 토론 주제에 알 맞은 근거를 들어 토론 절차와,"토론 주제에 알맞은 타당한 이유와 근거를 들어 자신의 의견을 설득력 있게 제시하고,","토론 주제에 알맞은 타당한 이유와 근거를 들어 자신의 의견을 분명히 제시하고, 토론 절차와 규칙을 지키며 토 론에 참여할 수 있다.","토론 주제와 관련된 자신의 의견과 이유를 말하고, 토론 절차와 규칙을 지키며 토론에 참여할 수 있다."
국어,5-6학년군,[6국01-02],▪주장하는 글을 읽고 주 장에 대한 이유나 근거 가,주장하는 글을 읽고 제시된 이유와 근거가 주장과 어떻게 연결되는지 분석하여 타당성 판단 기준으로 평가한 후 구 체적인 이유를 들어 설명할 수,"주장하는 글을 읽고, 제시된 이유나 근거를 타당성 판단 기준으로 평가하여 설명할 수 있다.",주장하는 글을 읽고 제시된 이유나 근거를 타당성 판단 기준에 따라 일부 판단할 수 있다.
국어,5-6학년군,[6국06-03],제작한 매체 자료를 발표하여 친구들과 공 유하기,복합양식 매체 및 다양한 매체 자료의 특성과 수용자의 반응을 적극적으로 고려하여 효과적인 복합양식 매체 자 료를 제작하고 공유할 수 있다.,복합양식 매체 및 매체 자료의 양식적 특성과 수용자의 반응을 고려하여 복합양식 매체 자료를 제작하고 공유할 수 있다.,다양한 매체 및 매체 자료의 양식적 특성을 고려하여 복합 양식 매체 자료를 제작하고 공유할 수 있다.
국어,5-6학년군,[6국04-01],음성 언어 및 문자 언 어의 특성 서술하기,음성 언어 및 문자 언어의 특성을 구체적으로 비교하여 서술할 수 있으며 복합양식 매체 자료에서 표현 효과와 매체를 선택한 이유를 논리적으로,"음성 언어 및 문자 언어의 특성을 서술할 수 있으며, 복합 양식 매체 자료에서 표현 효과와 매체를 선택한 이유를 설명할 수 있다.",음성 언어 및 문자 언어의 특성과 복합양식 매체 자료에서 표현 효과에 대해 일부 설명할 수 있다.
국어,5-6학년군,[6국02-03],▪글을 읽고 내용의 타당 성과 표현의 적절성 판 단기준,"글이나 자료를 읽고 내용의 타당성과 표현의 적절성을 판 단하기 위한 기준을 스스로 설정하며,","글이나 자료를 읽고 내용의 타당성과 표현의 적절성을 판 단하기 위한 기준을 설정하고,","글이나 자료를 읽고 제시된 기준에 따라 내용의 타당성과 표현의 적절성을 부분적으로 평가하며, 그 이유를 간단히 서술할 수 있다."
국어,5-6학년군,[6국02-04],주장하는 글과 자료에 서 내용 파악하기,"문제 상황과 관련된 주장하는 글과 자료의 핵심 내용을 정확하게 파악할 수 있으며,",문제 상황과 관련된 다양한 글과 자료의 내용을 파악하여 이를 활용하여 문제 해결 방안을 제시하며 협력적인 문제 해결 과정에 참여할 수 있다.,"문제 상황과 관련된 글이나 자료를 읽고 주요 내용을 이해 할 수 있으며, 일부 관점을 활용하여 문제 해결에 참여할 수 있다."
국어,5-6학년군,[6국04-03],▪ 관용표현의 가치 를 이해하고 자신의 경험과 관련지어,"관용 표현의 쓰임과 가치를 이해할 수 있으며,","관용 표현의 의미와 쓰임을 이해할 수 있고, 자신의 경험 과 관련지어 상황에 맞는 관용 표현을 사용해 생각을 표현 할 수 있다.","관용 표현의 뜻을 이해할 수 있으며, 자신의 경험을 떠올 려 관용 표현을 사용해 생각을 표현할 수 있다."
국어,5-6학년군,[6국03-03],▪견학 기록문 형식에 맞 게 감상을 포함,"체험한 일을 떠올려 글쓰기 계획을 스스로 세우고, 글의 짜임에 맞게 견학한 일을 구체적인 감상과 함께 표현할 수 있다.","체험한 일을 떠올려 글쓰기 계획을 세우고, 글의 짜임에 맞게 견학한 일을 자신의 감상과 함께 써낼 수 있다.","체험한 일을 떠올려 간단한 글쓰기 계획을 세울 수 있으 며, 글의 짜임을 고려하여 체험한 내용을 글로 표현할 수 있다."
국어,5-6학년군,[6국03-02],인용의 출처를 밝히는 방법 설명하기,주장을 뒷받침하는 이유와 적절한 근거를 들고 인용의 출 처를 밝혀 주장하는 글을 설득력 있게 쓸 수 있다.,주장을 뒷받침하는 이유와 적절한 근거를 들고 인용의 출 처를 포함하여 주장하는 글을 쓸 수 있다.,주장을 뒷받침하는 이유와 근거를 제시하고 인용의 출처 를 포함한 주장하는 글을 쓸 수 있다.
국어,5-6학년군,[6국03-05],토의를 통해 주장하는 글을 고쳐쓰는 기준 세우기,"토의를 통해 주장하는 글의 고쳐쓰기 기준을 주도적으로 세우고,","토의를 통해 마련된 주장하는 글의 고쳐쓰기 기준을 바탕 으로, 자신의 글이 형식에 맞는지 점검하여 대부분 알맞 게 고쳐 쓸 수 있다.","토의에서 정한 고쳐쓰기 기준을 이해하고, 자신의 글을 주장하는 글의 형식에 따라 부분적으로 점검하여 고쳐 쓸 수 있다."
국어,5-6학년군,[6국04-06],주장하는 글이 적절한 표현을 사용했는지 점 검하기,"주장하는 글에서 사용한 표현이 상황과 목적에 적절한지 체계적으로 점검하고,","주장하는 글의 표현이 적절한지 점검하고, 내용의 타당성 과 적절성에 대해 알맞은 이유를 들어 설명할 수 있다.","주장하는 글의 표현 중 일부가 적절한지 점검하고, 내용 의 타당성이나 적절성에 대해 간단한 이유를 들어 설명할 수 있다."
사회,5-6학년군,[6사08-01],민주주의 사례를 통해 선거의 의미와 역할 설명하기,"민주주의 사례를 통해 선거의 의미와 역할을 분석하여 설 명하고, 시민의 주권 행사를 위한 선거 과정에 관심을 가 지고 참여하며,","민주주의 사례를 통해 선거의 의미와 역할을 이해하여 설 명하고, 시민의 주권 행사를 위한 선거 과정에 관심을 가 지고 참여할 수 있다.","선거의 의미와 역할을 제시하고, 선거 과정이 시민의 주 권 행사와 관련되어 있음을 말할 수 있으며, 선거 과정에 관심을 지닌다."
사회,5-6학년군,[6사08-02],"국회, 행정부, 법원이 하는 일 조사하기","민주 국가에서 국회, 행정부, 법원이 하는 일에 대해 조사 하여 제시하고, 국가기관이 권력을 분립하는 이유와 그 중요성을 설명할 수 있다.","민주 국가에서 국회, 행정부, 법원이 하는 일을 구분하고, 국가기관의 권력을 분립하는 이유와 그 중요성을 제시할 수 있다.","민주 국가에서 국회, 행정부, 법원이 하는 일을 찾고, 권력 분립의 이유를 말할 수 있다."
사회,5-6학년군,[6사08-03],민주주의에서 미디어 의 의미와 역할 설명 하기,"민주주의에서 미디어의 의미와 역할을 사례를 통해 설명 하고, 미디어 내용을 비판적으로 분석하여 올바른 미디어 이용 방안을 제안할 수 있다.","민주주의에서 미디어의 의미와 역할을 설명하고, 미디어 의 내용을 분석하여 올바른 미디어 이용 방안을 설명할 수 있다.","민주주의에서 미디어의 의미와 역할을 제시하고, 미디어 사례에서 올바른 미디어 이용 방안을 찾을 수 있다."
사회,5-6학년군,[6사09-01],지구본과 세계지도에 서 여러 지역의 위치 표현하기,"세계를 표현하는 다양한 공간 자료의 특징을 비교하여 설 명하고, 지구본과 세계지도에서 경도와 위도를 활용하여 위치를 표현할 수 있다.","세계를 표현하는 다양한 공간 자료의 특징을 제시하고, 지구본과 세계지도에서 경도와 위도를 이용하여 위치를 표현하는 방법을 이해할 수 있다.","세계를 표현하는 다양한 공간 자료를 찾아보고, 지구본과 세계지도에서 경도와 위도를 구분할 수 있다."
사회,5-6학년군,[6사09-02],세계의 주요 대륙과 대양의 위치를 찾아 설명하기,"세계 주요 대륙과 대양의 위치를 설명하고, 우리나라 및 세계 여러 국가의 위치와 영토의 특징을 분석할 수 있다.","세계 주요 대륙과 대양의 위치를 찾아 나열하고, 우리나 라 및 세계 여러 국가의 위치와 영토의 특징을 설명할 수 있다.","세계 주요 대륙과 대양의 위치를 찾고, 여러 국가의 위치 와 영토의 특징을 제시할 수 있다."
수학,5-6학년군,[6수01-10],▪ (자연수)÷(자연 수)의 몫을 분수로 나타내기,"‘(자연수)÷(자연수)’의 몫을 분수로 정확하게 나타내고, 그 방법을 설명할 수 있다.",‘(자연수)÷(자연수)’의 몫을 분수로 정확하게 나타낼 수 있다.,‘(자연수)÷(자연수)’의 몫을 분수로 나타낼 수 있다.
수학,5-6학년군,[6수01-11],"▪(분수)÷(자연수)를 계산하고, 계산 원리 설명하기","‘(분수)÷(자연수)’를 계산하고, 그 계산 원리를 절차에 맞게 설명할 수 있다.","‘(분수)÷(자연수)의 계산 원리를 탐구하고, 그 계산을 할 수 있다.",간단한 ‘(분수)÷(자연수)’의 계산을 할 수 있다.
수학,5-6학년군,[6수03-05],각기둥과 각뿔로 분 류하기,"각기둥과 각뿔로 분류하고, 구성 요소와 여러 가지 성질 을 설명할 수 있다.","각기둥과 각뿔로 분류하고, 구성 요소와 성질을 말할 수 있다.","각기둥과 각뿔로 분류하고, 구성 요소를 찾을 수 있다."
수학,5-6학년군,[6수03-06],▪ 각기둥의 전개도 그리기,"각기둥의 전개도가 될 수 있는 것과 없는 것을 구별하여 설명하고,","각기둥의 전개도가 될 수 있는 것과 없는 것을 구별하고, 각기둥의 전개도를 그릴 수 있다.","각기둥의 전개도가 될 수 있는 것과 없는 것을 구별하고, 전개도 일부가 주어진 각기둥의 전개도를 완성할 수 있다."
수학,5-6학년군,[6수01-14],▪(자연수)÷(자연수)에 서 나눗셈의 몫을 소 수로,"‘(자연수)÷(자연수)’에서 나눗셈의 몫을 소수로 나타내 고, 그 방법을 설명할 수 있다.",‘(자연수)÷(자연수)’에서 나눗셈의 몫을 소수로 나타낼 수 있다.,간단한 ‘(자연수)÷(자연수)’에서 나눗셈의 몫을 소수로 나타낼 수 있다.
수학,5-6학년군,[6수01-15],"▪ 소수의 나눗셈을 계산하고, 계산 원리 설명하기","‘(소수)÷(자연수)’를 계산하고, 계산 원리를 설명할 수 있다.","‘(소수)÷(자연수)’의 계산 원리를 이해하고, 그 계산을 할 수 있다.","계산 원리를 이해하고, 간단한 ‘(소수)÷(자연수)’의 계 산을 할 수 있다."
수학,5-6학년군,[6수02-02],"▪비의 개념을 이해하 고,","두 양의 크기를 비교하는 상황을 통해 비의 개념을 이해 하여 설명하고, 두 양의 관계를 다양한 방법을 활용하여 비로 정확하게 나타낼 수 있다.","두 양의 크기를 비교하는 간단한 상황을 통해 비의 개념을 이해하고, 두 양의 관계를 비로 정확하게 나타낼 수 있다.","두 양의 크기를 비교하는 간단한 상황을 통해 비의 개념 을 알고, 두 양의 관계를 비로 나타낼 수 있다."
수학,5-6학년군,[6수02-03],"▪ 비율을 분수, 소 수, 백분율로 나타내기","비율을 분수, 소수, 백분율로 정확하게 나타내고, 이를 바탕으로 다양한 실생활 문제를 해결할 수 있다.","비율을 분수, 소수, 백분율로 나타내고, 이를 바탕으로 실생활 문제를 해결할 수 있다.","비율을 분수, 소수, 백분율로 나타낼 수 있다."
수학,5-6학년군,[6수04-02],▪ 띠그래프나 원그 래프로 나타내고 해 석하기,"자료를 수집하여 띠그래프나 원그래프로 정확하게 나타 내고, 그래프에서 여러 가지 사실을 찾아 해석할 수 있다.","자료를 수집하여 띠그래프나 원그래프로 정확하게 나타 내고, 그래프를 해석할 수 있다.","주어진 자료를 띠그래프나 원그래프로 나타내고, 그래프 에서 간단한 사실을 찾을 수 있다."
수학,5-6학년군,[6수04-03],▪탐구 문제에 적절한 그래프로 나타내고 해 석하기,"탐구 문제에 맞는 자료를 수집, 정리하여 적절한 그래프 로 나타내며, 그래프에서 여러 가지 사실을 찾아 다양하 게 해석할 수 있다.","탐구 문제에 맞는 자료를 수집, 정리하여 적절한 그래프 로 나타내며, 그래프를 해석할 수 있다.","자료를 적절한 그래프로 나타내고, 그래프에서 간단한 사실을 찾을 수 있다."
수학,5-6학년군,[6수03-17],▪직육면체와 정육면체 의 겉넓이 구하는 방 법을,"직육면체와 정육면체의 겉넓이를 구하는 방법을 설명하 고, 여러 가지 방법으로 구할 수 있다.","직육면체와 정육면체의 겉넓이를 구하는 방법을 이해하 고, 여러 가지 방법으로 구할 수 있다.",주어진 방법을 사용하여 직육면체와 정육면체의 겉넓이 를 구할 수 있다.
수학,5-6학년군,[6수03-18],"부피 단위인 1cm³, 1m³를 알고, 관계 설 명하기","부피 단위 1cm³와 1m³를 이해하여 그 관계를 단위 변환 을 통해 구체적으로 설명하고,","부피 단위 1cm³와 1m³를 이해하여 그 관계를 설명하고, 실생활 상황에서 적절한 부피 단위를 선택하여 나타낼 수 있다.","부피 단위 1cm³와 1m³를 알고, 그 관계를 설명할 수 있다."
수학,5-6학년군,[6수03-19],"▪ 직육면체와 정육 면체의 부피 구하고,","직육면체와 정육면체의 부피를 구하는 방법을 추론하여 설명하고, 다양한 상황에서 직육면체와 정육면체의 부피 를 구할 수 있다.","직육면체와 정육면체의 부피를 구하는 방법을 설명하고, 직육면체와 정육면체의 부피를 구할 수 있다.","직육면체와 정육면체의 부피를 구하는 방법을 알고, 간 단한 직육면체와 정육면체의 부피를 구할 수 있다."
과학,5-6학년군,[6과09-01],지시약을 넣었을 때 색깔 변화 관찰하기,여러 가지 용액에 지시약을 넣었을 때 나타나는 색깔 변 화를 관찰하여 산성 용액과 염기성 용액으로 분류할 수 있다.,용액에 지시약을 넣었을 때 나타나는 색깔 변화를 관찰 하여 같은 성질을 지닌 용액끼리 묶고 그 기준을 설명할 수 있다.,용액에 지시약을 넣었을 때 나타나는 색깔 변화를 관찰 하여 같은 성질을 지닌 용액을 분류할 수 있다.
과학,5-6학년군,[6과09-02],산성 용액과 염기성 용액의 성질 관찰하기,"산성 용액과 염기성 용액을 관찰하여 성질을 설명하고,","산성 용액과 염기성 용액의 성질을 관찰하여 설명하고,",산성 용액과 염기성 용액을 섞으면 지시약의 색깔이 변 한다는 사실을 말할 수 있다.
과학,5-6학년군,[6과09-03],산성 용액과 염기성 용액의 생활 속 활용 사례 알아보기,"우리 주변에서 산성 용액과 염기성 용액의 성질을 생활 에서 유용하게 사용하는 사례를 각각 제시하고,","우리 주변에서 산성 용액과 염기성 용액이 사용되는 사 례를 각각 제시하고, 안전하게 사용하기 위해 지켜야 할 사항을 설명할 수 있다.","산성 용액이나 염기성 용액의 사용 사례를 제시하고, 안 전하게 사용하기 위해 지켜야 할 사항을 말할 수 있다."
과학,5-6학년군,[6과09-04],산성화로 인한 환경 피해 사례 파악하기,"산성화의 원인과 피해의 다양한 사례를 조사하고, 산성 화로 인한 환경 피해 문제 해결을 위한 방안을 자료로 제 작하여 소개하여 공유할 수 있다.","산성화로 인한 환경 피해 사례를 조사하고, 피해를 줄이 기 위한 방안에 대해 소개할 수 있다.",산성비 등으로 인한 환경 오염을 산성화의 원인과 피해 사례로 연결하여 말할 수 있다.
