교과,학년군,성취기준코드,평가요소,상,중,하
미술,5-6학년군,[6미01-04],미적 체험,이미지가 나타내는 의미를 비판적으로 이해하고 해석하며 자신의 느낌과생각을 전달하는 데 적절하게 활용할 수 있다.,이미지가 나타내는 의미를 비판적으로 이해하고 자신의 느낌과 생각을 전달하는 데 활용할 수 있다.,이미지가 나타내는 의미를 일부 이해하고 자신의 느낌과 생각을 전달하는데 제한적으로 활용할 수 있다.(2) 표현성취기준성취기준별 성취수준
미술,5-6학년군,[6미02-01],표현,다양한 방법으로 아이디어를 연결하여 확장된 표현 주제로 구체화하여 발전시킬 수 있다.,다양한 방법으로 아이디어를 연결하여 확장된 표현 주제로 발전시킬 수있다.,다양한 방법으로 아이디어를 떠올려 표현 주제로 나타낼 수 있다.
미술,5-6학년군,[6미02-02],표현,디지털 매체 등 다양한 표현 재료와 용구를 탐색하여 특성을 이해하고작품 제작에 적절하게 활용할 수 있다.,디지털 매체 등 다양한 표현 재료와 용구를 탐색하여 작품 제작에 활용할수 있다.,디지털 매체 등 다양한 표현 재료와 용구를 작품 제작에 부분적으로 활용할 수 있다.
미술,5-6학년군,[6미02-03],표현,조형 요소의 어울림을 통해 다양한 조형 원리를 이해하고 조형 요소와조형 원리를 주제 표현에 적합하게 연결할 수 있다.,조형 요소의 어울림을 통해 조형 원리를 이해하고 주제 표현에 연결할수 있다.,조형 요소와 조형 원리를 알고 주제 표현에 부분적으로 연결할 수 있다.
미술,5-6학년군,[6미02-04],표현,주제 표현에 적극적인 의지를 갖고 표현의 전 과정을 지속적으로 돌아보며 작품을 발전시킬 수 있다.,주제 표현에 의지를 갖고 표현 과정을 돌아보며 작품을 발전시킬 수 있다.,주제 표현에 관심을 갖고 표현 과정을 돌아보며 작품을 제작할 수 있다.
미술,5-6학년군,[6미02-05],표현,미술과 타 교과의 내용과 방법을 다양하게 융합하는 활동을 자유롭게 시도할 수 있다.,미술과 타 교과의 내용과 방법을 융합하는 활동을 자유롭게 시도할 수있다.,미술과 타 교과의 내용과 방법을 융합하는 활동을 부분적으로 시도할 수있다.(3) 감상성취기준성취기준별 성취수준
미술,5-6학년군,[6미03-01],감상,"미술 작품을 작품이 만들어진 시대적, 지역적 배경 등과 연결하여 폭넓게이해할 수 있다.","미술 작품을 작품이 만들어진 시대적, 지역적 배경 등과 연결하여 이해할수 있다.","미술 작품을 작품이 만들어진 시대적, 지역적 배경 등과 연결하여 부분적으로 이해할 수 있다."
미술,5-6학년군,[6미03-03],감상,공동체의 미술 문화 활동에 폭넓은 관심을 가지고 적극적으로 참여하며다양한 방법으로 경험을 공유할 수 있다.,공동체의 미술 문화 활동에 관심을 가지고 참여하며 경험을 공유할 수있다.,공동체의 미술 문화 활동에 관심을 가지고 참여할 수 있다.
영어,5-6학년군,[6영01-01],이해,"간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양을 듣고 정확하게 식별할수 있다.","간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양을 듣고 대체로 식별할수 있다.","간단하고 짧은 단어, 어구, 문장을 반복하여 듣고 강세, 리듬, 억양을 부분적으로 식별할 수 있다."
영어,5-6학년군,[6영01-02],이해,"간단한 단어, 어구, 문장을 강세, 리듬, 억양에 맞게 정확하게 소리 내어읽을 수 있다.","간단한 단어, 어구, 문장을 강세, 리듬, 억양에 맞게 대체로 소리 내어 읽을 수 있다.","간단하고 짧은 단어, 어구, 문장을 강세, 리듬, 억양에 맞게 부분적으로소리 내어 읽을 수 있다."
영어,5-6학년군,[6영01-03],이해,"간단한 단어, 어구, 문장을 듣거나 읽고 의미를 정확하게 이해할 수 있다.","간단한 단어, 어구, 문장을 듣거나 읽고 의미를 대체로 이해할 수 있다.","간단하고 짧은 단어, 어구, 문장을 반복하여 듣거나 읽고, 주어진 도움자료를 참고하여 듣거나 읽으며 의미를 부분적으로 이해할 수 있다."
영어,5-6학년군,[6영01-04],이해,일상생활 주제에 관한 간단한 담화나 글을 듣거나 읽고 세부 정보를 정확하게 파악할 수 있다.,일상생활 주제에 관한 간단한 담화나 글을 듣거나 읽고 세부 정보를 대체로 파악할 수 있다.,"일상생활 주제에 관한 간단한 담화나 글을 반복하여 듣거나 읽고, 주어진도움 자료를 참고하여 듣거나 읽으며 세부 정보를 부분적으로 파악할 수있다."
영어,5-6학년군,[6영01-05],이해,일상생활 주제에 관한 간단한 담화나 글을 듣거나 읽고 중심 내용을 정확하게 파악할 수 있다.,일상생활 주제에 관한 간단한 담화나 글을 듣거나 읽고 중심 내용을 대체로 파악할 수 있다.,"일상생활 주제에 관한 간단한 담화나 글을 반복하여 듣거나 읽고, 주어진도움 자료를 참고하여 중심 내용을 부분적으로 파악할 수 있다."
영어,5-6학년군,[6영01-06],이해,일상생활 주제에 관한 간단한 담화나 글을 듣거나 읽고 일이나 사건의순서를 정확하게 파악할 수 있다.,일상생활 주제에 관한 간단한 담화나 글을 듣거나 읽고 일이나 사건의순서를 대체로 파악할 수 있다.,"일상생활 주제에 관한 간단한 담화나 글을 반복하여 듣거나 읽고, 주어진도움 자료를 참고하여 일이나 사건의 순서를 부분적으로 파악할 수 있다."
영어,5-6학년군,[6영01-07],이해,적절한 전략을 다양하게 활용하여 일상생활 주제에 관한 간단한 담화나글을 듣거나 읽을 수 있다.,적절한 전략을 일부 활용하여 일상생활 주제에 관한 간단한 담화나 글을듣거나 읽을 수 있다.,예시를 참고하고 적절한 전략을 일부 활용하여 일상생활 주제에 관한 간단한 담화나 글을 듣거나 읽을 수 있다.
영어,5-6학년군,[6영01-08],이해,다양한 매체로 표현된 일상생활 주제에 관한 간단한 담화나 글을 흥미를가지고 스스로 찾아 듣거나 읽는다.,다양한 매체로 표현된 일상생활 주제에 관한 간단한 담화나 글을 흥미를가지고 듣거나 읽는다.,다양한 매체로 표현된 일상생활 주제에 관한 간단한 담화나 글에 흥미를가지려고 노력하며 듣거나 읽는다.
영어,5-6학년군,[6영01-09],이해,"시, 노래, 이야기를 스스로 찾아 듣거나 읽으면서 화자나 필자의 기쁨,슬픔 등의 감정을 느끼고 적극적으로 공감하는 태도를 보인다.","시, 노래, 이야기를 듣거나 읽으면서 화자나 필자의 기쁨, 슬픔 등의 감정을 느끼고 공감하는 태도를 보인다.","시, 노래, 이야기를 듣거나 읽으면서 화자나 필자의 기쁨, 슬픔 등의 감정을 느끼고 공감하는 태도를 가지려고 노력한다."
영어,5-6학년군,[6영02-01],표현,"간단한 단어, 어구, 문장을 강세, 리듬, 억양에 맞게 정확하게 말할 수 있다.","간단한 단어, 어구, 문장을 강세, 리듬, 억양에 맞게 대체로 말할 수 있다.","간단하고 짧은 단어, 어구, 문장을 시범을 참고하거나 반복 연습을 통해강세, 리듬, 억양에 맞게 부분적으로 말할 수 있다."
영어,5-6학년군,[6영02-03],표현,알파벳 대소 문자와 문장 부호를 단어와 문장의 유형에 맞게 문장에서정확하고 바르게 사용할 수 있다.,알파벳 대소 문자와 문장 부호를 문장의 유형에 맞게 문장에서 대체로바르게 사용할 수 있다.,알파벳 대소 문자와 문장 부호를 예시 문장을 참고하여 문장에서 부분적으로 바르게 사용할 수 있다.
영어,5-6학년군,[6영02-04],표현,주변 사람이나 사물의 이름과 주요 특징을 적절한 단어와 언어 형식을사용하여 간단한 문장으로 정확하게 소개하거나 묘사할 수 있다.,주변 사람이나 사물의 이름과 주요 특징을 적절한 단어를 사용하여 간단한문장으로 대체로 소개하거나 묘사할 수 있다.,주변 사람이나 사물의 이름과 주요 특징을 주어진 도움 자료를 참고하여간단하고 짧은 문장으로 부분적으로 소개하거나 묘사할 수 있다.
영어,5-6학년군,[6영02-06],표현,"일상생활에서의 자신의 감정이나 의견, 경험이나 계획을 적절한 단어와언어 형식을 사용하여 간단한 문장으로 정확하게 말하거나 쓸 수 있다.","일상생활에서의 자신의 감정이나 의견, 경험이나 계획을 적절한 단어를사용하여 간단한 문장으로 대체로 말하거나 쓸 수 있다.","일상생활에서의 자신의 감정이나 의견, 경험이나 계획을 주어진 도움 자료를 참고하여 간단하고 짧은 문장으로 부분적으로 말하거나 쓸 수 있다."
영어,5-6학년군,[6영02-07],표현,일상생활 주제에 관한 다양한 유형의 간단한 담화나 글의 세부 정보를적절한 단어와 언어 형식을 사용하여 정확하게 묻거나 답할 수 있다.,일상생활 주제에 관한 간단한 담화나 글의 세부 정보를 적절한 단어를사용하여 대체로 묻거나 답할 수 있다.,일상생활 주제에 관한 간단하고 짧은 담화나 글의 세부 정보를 주어진도움 자료를 참고하여 부분적으로 묻거나 답할 수 있다.
영어,5-6학년군,[6영02-08],표현,예시문을 참고하여 일상생활 목적에 맞는 간단한 글을 적절한 단어와 언어형식으로 정확하게 쓸 수 있다.,예시문을 참고하여 일상생활 목적에 맞는 간단한 글을 적절한 단어로 대체로 쓸 수 있다.,예시문과 주어진 단어 목록을 참고하여 일상생활 목적에 맞는 간단하고짧은 글을 부분적으로 쓸 수 있다.
영어,5-6학년군,[6영02-09],표현,적절한 매체와 전략을 다양하게 활용하여 창의적으로 의미를 생성하고 표현할 수 있다.,적절한 매체와 전략을 활용하여 창의적으로 의미를 생성하고 표현할 수있다.,예시를 참고하여 적절한 매체와 전략을 일부 활용하여 창의적으로 의미를표현할 수 있다.
통합,1-2학년군,[2바01-01],우리는 누구로 살아갈까,"학교에서 지켜야 할 규칙과 올바른 학습 습관이 필요한 이유와 중요성을 이해하고 스스로 실천하여 습관화하며, 안전하고 건강한 학교생활을 한다.",학교에서 지켜야 할 규칙을 알고 올바른 학습 습관의 필요성을 이해하고 실천하여 안전하고 건강한 학교생활을 한다.,학교에서 지켜야 할 규칙과 올바른 학습 습관의 필요성을 일부 이해하고 실천하여 안전하고 건강한 생활을 하고자 노력한다.
통합,1-2학년군,[2바01-04],우리는 누구로 살아갈까,"우리 주변의 생태환경과 나의 삶과의 관계를 이해하고, 지속가능한 생태환경을 만드는데 필요한 행동을 적극적으로 실천한다.","우리 주변의 생태환경과 나의 삶과의 관계를 이해하고, 지속가능한 생태환경을 만드는데 필요한 행동을 실천한다.",생태환경과 나의 삶과의 관계를 생각해 보며 생태환경을 만들기 위해 실천하려고 노력한다.
통합,1-2학년군,[2바02-01],우리는 어디서 살아갈까,"우리 집과 학교, 마을이 내가 속한 공동체임을 알고, 공동체 생활에서 내가 할 수 있는 일을 적극적으로 찾아 꾸준히 실천하는 태도를 갖는다.","우리 집과 학교, 마을이 내가 속한 공동체임을 알고, 공동체 생활에서 내가 할 수 있는 일을 찾아 실천한다.","우리 집과 학교, 마을을 위해 내가 할 수 있는 일을 구별하며, 공동체 생활에서 내가 할 수 있는 일을 찾아 실천하려고 노력한다."
